Day;New_cases;a0;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9
7;0;1.0;0.9981855344718586;0.060213277365792996;0.9927487224577402;0.1202080448993527;0.9837092937736098;0.1797665857255621;0.9711000518829505;0.2386727660059501;0.9549667548552552;0.29671281927349025;0.9353679493131483;0.35367612217637157;0.9123747579707273;0.4093559588156214;0.886070621534138;0.4635502709028509;0.8565509959010036;0.5160623910158527
14;0;1.0;0.9927487224577402;0.1202080448993527;0.9711000518829505;0.2386727660059501;0.9353679493131483;0.35367612217637157;0.886070621534138;0.4635502709028509;0.8239230057575542;0.5667017562911176;0.7498264012045687;0.6616346182422783;0.6648553979642865;0.7469720876965552;0.5702422926917871;0.8214765533024142;0.4673592171580022;0.8840675099433636
21;3;1.0;0.9837092937736098;0.17976658572556212;0.9353679493131483;0.3536761221763716;0.8565509959010036;0.5160623910158527;0.7498264012045686;0.6616346182422783;0.6186714032625034;0.7856498550787144;0.4673592171580022;0.8840675099433636;0.30081980763566746;0.9536809966304456;0.12447926388678915;0.9922222094179323;-0.055916990100603144;0.9984354211555643
28;3;1.0;0.9711000518829505;0.2386727660059501;0.886070621534138;0.4635502709028509;0.7498264012045687;0.6616346182422783;0.5702422926917871;0.8214765533024142;0.35769823883312546;0.9338372288229252;0.12447926388678937;0.9922222094179323;-0.11593459959550041;0.9932568492674143;-0.3496474552512284;0.9368813462954315;-0.5631507242749186;0.8263541987239096
35;6;1.0;0.9549667548552552;0.29671281927349025;0.8239230057575542;0.5667017562911176;0.6186714032625034;0.7856498550787144;0.35769823883312546;0.9338372288229252;0.06450844944931636;0.9979171608653922;-0.23449138957040985;0.9721181966290613;-0.5123714121284236;0.858763958275803;-0.7441039398713607;0.6680638642135335;-0.9088176373395029;0.41719360261231686
42;0;1.0;0.9353679493131483;0.3536761221763716;0.7498264012045686;0.6616346182422783;0.4673592171580022;0.8840675099433636;0.12447926388678915;0.9922222094179323;-0.23449138957040985;0.9721181966290613;-0.5631507242749186;0.8263541987239096;-0.8190148866680801;0.5737722679043246;-0.9690098257244062;0.24702218048093552;-0.9937465804361781;-0.11165900712169444
49;4;1.0;0.9123747579707273;0.4093559588156214;0.6648553979642865;0.7469720876965552;0.3008198076356677;0.9536809966304456;-0.11593459959550041;0.9932568492674143;-0.5123714121284236;0.858763958275803;-0.8190148866680798;0.5737722679043249;-0.9821256058680005;0.18822670984324466;-0.973118337233262;-0.23030567023061196;-0.7935716089521474;-0.6084768701151261
56;0;1.0;0.886070621534138;0.4635502709028509;0.5702422926917871;0.8214765533024142;0.12447926388678937;0.9922222094179323;-0.3496474552512284;0.9368813462954315;-0.7441039398713607;0.6680638642135335;-0.9690098257244061;0.24702218048093594;-0.973118337233262;-0.23030567023061196;-0.7554933140726804;-0.655156357209085;-0.3657225234972692;-0.9307239310379793
63;0;1.0;0.8565509959010036;0.5160623910158527;0.4673592171580022;0.8840675099433636;-0.055916990100603144;0.9984354211555643;-0.5631507242749186;0.8263541987239096;-0.9088176373395029;0.41719360261231686;-0.9937465804361781;-0.11165900712169444;-0.7935716089521474;-0.6084768701151261;-0.3657225234972692;-0.9307239310379793;0.16705162550211913;-0.9859481499638304
70;0;1.0;0.8239230057575542;0.5667017562911176;0.35769823883312546;0.9338372288229252;-0.23449138957040985;0.9721181966290613;-0.7441039398713607;0.6680638642135335;-0.99167731989929;0.12874817745258088;-0.8900275764346766;-0.455906693508459;-0.4749510720670502;-0.8800122039735356;0.10738134666416306;-0.994217906893952;0.6518989958787125;-0.7583058084785625
77;0;1.0;0.7883050558305255;0.6152845999633277;0.2428497220959356;0.9700639218515071;-0.40542572835999724;0.9141279881853338;-0.8820480249558537;0.4711595076738638;-0.9852201067560606;-0.17129314418147745;-0.6712599575675315;-0.7412220108485957;-0.07309512989807723;-0.9973249731081556;0.5560174366570446;-0.8311706263658079;0.9497178427914317;-0.3131070409358266
84;0;1.0;0.7498264012045686;0.6616346182422783;0.12447926388678915;0.9922222094179323;-0.5631507242749186;0.8263541987239096;-0.9690098257244062;0.24702218048093552;-0.8900275764346766;-0.455906693508459;-0.3657225234972692;-0.9307239310379793;0.341570769167856;-0.9398560579418953;0.8779600847008883;-0.4787338401157883;0.9750645322571948;0.2219215130041654
91;0;1.0;0.7086266782644597;0.7055836101071777;0.004303538296244289;0.9999907397361901;-0.7025274741691567;0.711656622281775;-0.9999629591162655;0.008606996888688698;-0.7146733860429612;-0.6994583270516469;-0.012910296075009731;-0.9999166586547379;0.6963762255968721;-0.7176769136759621;0.9998518392091162;-0.01721335615583528;0.7206671495538618;0.6932812268869768
98;0;1.0;0.6648553979642865;0.7469720876965552;-0.11593459959550041;0.9932568492674143;-0.8190148866680798;0.5737722679043249;-0.973118337233262;-0.23030567023061196;-0.4749510720670502;-0.8800122039735356;0.34157076916785517;-0.9398560579418956;0.929141411403174;-0.369724542890674;0.8939185965192572;0.4482293417404102;0.2595117970697999;0.9657399376548549
105;0;1.0;0.6186714032625034;0.7856498550787144;-0.23449138957040985;0.9721181966290613;-0.9088176373395029;0.41719360261231686;-0.8900275764346766;-0.455906693508459;-0.19245158197082943;-0.9813064702716094;0.6518989958787125;-0.7583058084785625;0.99907411510223;0.04302223300453067;0.5842981736283681;0.8115390590073613;-0.27609697309746956;0.9611297838723005
112;0;1.0;0.5702422926917871;0.8214765533024142;-0.3496474552512284;0.9368813462954315;-0.9690098257244061;0.24702218048093594;-0.7554933140726804;-0.655156357209085;0.10738134666416306;-0.994217906893952;0.8779600847008878;-0.47873384011578907;0.8939185965192572;0.4482293417404102;0.14154029521704348;0.989932495087353;-0.7324940716135787;0.6807734094770164
119;0;1.0;0.5197438121555157;0.8543221697498269;-0.45973273945210397;0.8880573226294932;-0.9976303053065857;0.06880242680232052;-0.5772916165517278;-0.8165380514459157;0.39754281428255545;-0.9175836260593939;0.9905324521322226;-0.13727877211326606;0.6321034111873496;0.7748840413670399;-0.33346877891818577;0.942761143390421;-0.978740079966915;0.20510449986862025
126;0;1.0;0.4673592171580022;0.8840675099433636;-0.5631507242749186;0.8263541987239096;-0.9937465804361781;-0.11165900712169444;-0.3657225234972692;-0.9307239310379793;0.6518989958787125;-0.7583058084785625;0.9750645322571948;0.2219215130041654;0.2595117970697999;0.9657399376548549;-0.7324940716135787;0.6807734094770164;-0.9441875088341994;-0.32940848222452995
133;677;1.0;0.4132786077829043;0.9106046300942162;-0.6584015846980488;0.7526668275320085;-0.9574851883550394;-0.28848243288060865;-0.13301470653419636;-0.9911140639934546;0.8475409228928308;-0.5307300481619338;0.8335557718385702;0.5524353131676191;-0.15855938510313375;0.9873494423939866;-0.9646141756912432;0.26366549272800816;-0.638749422051528;-0.7694148268839371
140;4340;1.0;0.35769823883312546;0.9338372288229252;-0.7441039398713607;0.6680638642135335;-0.8900275764346766;-0.455906693508459;0.10738134666416306;-0.994217906893952;0.9668478136052775;-0.2553532951161872;0.5842981736283681;0.8115390590073613;-0.5488429582847194;0.8359254794186368;-0.9769384927771817;-0.2135209154397961;-0.15005539834465284;-0.9886775902323404
147;3436;1.0;0.30081980763566746;0.9536809966304456;-0.8190148866680801;0.5737722679043246;-0.7935716089521472;-0.6084768701151264;0.341570769167856;-0.9398560579418953;0.99907411510223;0.04302223300453067;0.25951179706979904;0.9657399376548551;-0.8429415373547836;0.5380051715382985;-0.7666588193001584;-0.6420547132365644;0.3816892202666597;-0.9242907221930929
154;2745;1.0;0.2428497220959356;0.9700639218515071;-0.8820480249558537;0.4711595076738638;-0.6712599575675315;-0.7412220108485957;0.5560174366570446;-0.8311706263658079;0.9413173175128472;0.33752289959411297;-0.09882013873287163;0.9951053111006976;-0.9893142039703664;0.14579919691987403;-0.3816892202666588;-0.9242907221930933;0.8039279618328212;-0.5947266869607635
161;2627;1.0;0.1839983516576802;0.9829265519799822;-0.9322892131745133;0.36171373072976765;-0.5270777086423719;-0.8498170915275279;0.7383263540031063;-0.6744436188329457;0.7987793728863654;0.6016240632249219;-0.4443781781046138;0.8958392907349086;-0.9623090774541486;-0.2719581575341055;0.09025161003104046;-0.9959189961471792;0.9955213724144751;-0.09453674981720037
168;2267;1.0;0.12447926388678915;0.9922222094179323;-0.9690098257244062;0.24702218048093552;-0.3657225234972692;-0.9307239310379793;0.8779600847008883;-0.4787338401157883;0.5842981736283681;0.8115390590073613;-0.7324940716135787;0.6807734094770164;-0.7666588193001584;-0.6420547132365644;0.5416278206559817;-0.840618405634478;0.9015016841318841;0.432775592550431
175;2024;1.0;0.06450844944931658;0.9979171608653922;-0.99167731989929;0.12874817745258132;-0.19245158197083032;-0.9813064702716092;0.9668478136052773;-0.2553532951161881;0.3171912885891077;0.948361580012171;-0.9259247771938496;0.37770796520396555;-0.4366512319560652;-0.8996308696522427;0.8695893893466099;-0.49377555015997915;0.5488429582847216;0.8359254794186353
182;2324;1.0;0.004303538296244289;0.9999907397361901;-0.9999629591162655;0.008606996888688698;-0.012910296075009731;-0.9999166586547379;0.9998518392091162;-0.01721335615583528;0.021516097436222723;0.9997685019798909;-0.9996666485105111;0.025818440227134216;-0.030120304846908606;-0.9995462806873573;0.9994074007397047;-0.03442161162274694;0.0387222808921765;0.9992500112396834
189;2853;1.0;-0.055916990100603144;0.9984354211555643;-0.9937465804361781;-0.11165900712169444;0.16705162550211913;-0.9859481499638304;0.9750645322571948;0.2219215130041654;-0.27609697309746956;0.9611297838723005;-0.9441875088341994;-0.32940848222452995;0.381689220266658;-0.9242907221930936;0.9015016841318841;0.432775592550431;-0.48250774176121886;0.8758917051442426
196;3510;1.0;-0.11593459959550041;0.9932568492674143;-0.973118337233262;-0.23030567023061196;0.34157076916785517;-0.9398560579418956;0.8939185965192572;0.4482293417404102;-0.5488429582847194;0.8359254794186368;-0.7666588193001597;-0.642054713236563;0.7266075247685643;-0.6870527672236684;0.5981809144059171;0.801361088174676;-0.865307254363206;0.5012418134457758
203;5565;1.0;-0.1755314904214281;0.9844738167520922;-0.9383773917408642;-0.3456123126707333;0.5049610547215206;-0.8631421280499113;0.7611042586607746;0.6486295610349815;-0.7721565844991641;0.6354323008901777;-0.49002866642905885;-0.871706318709322;0.9441875088341992;-0.3294084822245308;0.15855938510313458;0.9873494423939864;-0.9998518392091162;-0.017213356155835313
210;7676;1.0;-0.23449138957040985;0.9721181966290613;-0.8900275764346766;-0.455906693508459;0.6518989958787125;-0.7583058084785625;0.5842981736283681;0.8115390590073613;-0.9259247771938502;0.3777079652039639;-0.15005539834465284;-0.9886775902323404;0.9962981749346077;0.08596479873744685;-0.3171912885891069;0.9483615800121713;-0.8475409228928303;-0.5307300481619346
217;10899;1.0;-0.29260033563334825;0.9562348265919057;-0.828770087174504;-0.5595892624101763;0.7775971469736266;-0.6287628145958348;0.37371971479046967;0.9275416835791963;-0.9962981749346077;0.08596479873744771;0.20931464596304777;-0.977848341505657;0.8738071036110818;0.4862727071086883;-0.72066714955386;0.6932812268869787;-0.45207220393230685;-0.8919813464595472
224;16650;1.0;-0.3496474552512284;0.9368813462954315;-0.7554933140726804;-0.655156357209085;0.8779600847008878;-0.47873384011578907;0.14154029521704348;0.989932495087353;-0.9769384927771817;-0.2135209154397961;0.5416278206559803;-0.840618405634479;0.5981809144059171;0.801361088174676;-0.9599326896597443;0.2802306751992168;0.07309512989807726;-0.9973249731081556
231;25208;1.0;-0.40542572835999724;0.9141279881853338;-0.6712599575675315;-0.7412220108485957;0.9497178427914317;-0.3131070409358266;-0.09882013873287163;0.9951053111006976;-0.8695893893466112;-0.4937755501599769;0.8039279618328212;-0.5947266869607635;0.21772323039653171;0.9760105506323683;-0.980469160361632;-0.1966728897935766;0.5772916165517263;-0.8165380514459167
238;37753;1.0;-0.45973273945210397;0.8880573226294932;-0.5772916165517278;-0.8165380514459157;0.9905324521322226;-0.13727877211326606;-0.33346877891818577;0.942761143390421;-0.6839194216246113;-0.7295575540864868;0.962309077454148;-0.271958157534108;-0.20089055513063284;0.9796136916454905;-0.7775971469736283;-0.6287628145958327;0.9158642882672863;-0.40148798920597495
245;50197;1.0;-0.5123714121284236;0.858763958275803;-0.4749510720670502;-0.8800122039735356;0.99907411510223;0.04302223300453067;-0.5488429582847194;0.8359254794186368;-0.4366512319560636;-0.8996308696522435;0.9962981749346077;0.08596479873744685;-0.5842981736283688;0.8115390590073608;-0.3975428142825554;-0.9175836260593939;0.99167731989929;0.12874817745258135
252;61432;1.0;-0.5631507242749186;0.8263541987239096;-0.3657225234972692;-0.9307239310379793;0.9750645322571948;0.2219215130041654;-0.7324940716135787;0.6807734094770164;-0.15005539834465284;-0.9886775902323404;0.9015016841318841;0.432775592550431;-0.865307254363206;0.5012418134457758;0.07309512989807726;-0.9973249731081556;0.782980103677063;0.6220467484408673
259;73481;1.0;-0.6118864012687243;0.7909456567567773;-0.25119006388481957;-0.9679377830240642;0.9192859697186107;0.39359027665646634;-0.8738071036110805;0.4862727071086906;0.150055398344652;-0.9886775902323405;0.6901733882429725;0.7236440382959118;-0.994670819911521;0.1031016974474358;0.5270777086423712;-0.8498170915275285;0.34964745525122964;0.9368813462954311
266;72509;1.0;-0.6584015846980488;0.7526668275320085;-0.13301470653419636;-0.9911140639934546;0.8335557718385702;0.5524353131676191;-0.9646141756912432;0.26366549272800816;0.4366512319560628;-0.8996308696522439;0.38963044953078924;0.9209712877166341;-0.9497178427914322;-0.3131070409358249;0.8609610158889934;-0.5086709438521061;-0.18399835165767803;0.9829265519799826
273;74819;1.0;-0.702527474169157;0.7116566222817746;-0.012910296075008843;-0.9999166586547379;0.7206671495538606;0.693281226886978;-0.9996666485105112;0.02581844022713244;0.6839194216246106;-0.7295575540864875;0.03872228089217295;0.9992500112396835;-0.7383263540031056;-0.6744436188329463;0.998666816288476;-0.051619667223252896;-0.6648553979642868;0.746972087696555
280;116159;1.0;-0.7441039398713607;0.6680638642135335;0.10738134666416306;-0.994217906893952;0.5842981736283681;0.8115390590073613;-0.9769384927771817;-0.2135209154397961;0.8695893893466108;-0.4937755501599776;-0.3171912885891069;0.9483615800121713;-0.3975428142825554;-0.9175836260593939;0.9088176373395029;0.4171936026123169;-0.9549667548552551;0.2967128192734906
287;167835;1.0;-0.7829801036770628;0.6220467484408676;0.22611568550828803;-0.9741004551724206;0.4288919379124834;0.9033558023246845;-0.8977433935342339;-0.4405187843504946;0.9769384927771815;-0.21352091543979693;-0.6321034111873489;0.7748840413670405;0.012910296075008874;-0.9999166586547379;0.611886401268725;0.7909456567567767;-0.9711000518829507;-0.23867276600594892
294;261329;1.0;-0.8190148866680801;0.5737722679043246;0.341570769167856;-0.9398560579418953;0.25951179706979904;0.9657399376548551;-0.7666588193001584;-0.6420547132365644;0.9962981749346077;0.08596479873744685;-0.8653072543632069;0.5012418134457742;0.42110087079609193;-0.9070138128026348;0.1755314904214261;0.9844738167520926;-0.7086266782644587;-0.7055836101071788
301;332505;1.0;-0.8520775211013091;0.5234156073655505;0.45207220393230374;-0.8919813464595487;0.081676395330423;0.99665890175417;-0.5912614448635792;-0.806479946320944;0.9259247771938506;0.3777079652039631;-0.9866579328916569;0.16280701293851763;0.7554933140726793;-0.6551563572090864;-0.3008198076356654;0.9536809966304463;-0.24284972209593858;-0.9700639218515064
308;303116;1.0;-0.8820480249558537;0.4711595076738638;0.5560174366570446;-0.8311706263658079;-0.09882013873287163;0.9951053111006976;-0.3816892202666588;-0.9242907221930933;0.7721565844991647;0.635432300890177;-0.980469160361632;-0.1966728897935766;0.9574851883550396;-0.28848243288060776;-0.70862667826446;0.7055836101071775;0.29260033563334803;-0.9562348265919057
315;176429;1.0;-0.9088176373395029;0.41719360261231686;0.6518989958787125;-0.7583058084785625;-0.27609697309746956;0.9611297838723005;-0.15005539834465284;-0.9886775902323404;0.5488429582847202;0.8359254794186363;-0.8475409228928303;-0.5307300481619346;0.99167731989929;0.12874817745258135;-0.9549667548552551;0.2967128192734906;0.7441039398713598;-0.6680638642135345
322;114947;1.0;-0.9322892131745133;0.36171373072976765;0.7383263540031063;-0.6744436188329457;-0.4443781781046138;0.8958392907349086;0.09025161003104046;-0.9959189961471792;0.2760969730974704;0.9611297838723003;-0.6050560696488483;-0.7961828637826162;0.8520775211013093;0.5234156073655502;-0.98370929377361;-0.17976658572556098;0.9821256058680001;-0.18822670984324638
329;77077;1.0;-0.9523775757303974;0.3049212246562893;0.8140460935082175;-0.5808002734538013;-0.5981809144059165;0.8013610881746764;0.32534208471197923;-0.9455963874271429;-0.02151609743622009;0.9997685019798909;-0.28435918728100323;-0.9587178169872965;0.5631507242749193;0.826354198723909;-0.7883050558305267;-0.6152845999633262;0.9383773917408652;0.3456123126707304
336;71372;1.0;-0.9690098257244062;0.24702218048093552;0.8779600847008883;-0.4787338401157883;-0.7324940716135787;0.6807734094770164;0.5416278206559817;-0.840618405634478;-0.3171912885891069;0.9483615800121713;0.07309512989807726;-0.9973249731081556;0.1755314904214261;0.9844738167520926;-0.41327860778290343;-0.9106046300942165;0.6254105729852466;0.7802958510707753
343;77674;1.0;-0.9821256058680006;0.18822670984324424;0.9291414114031743;-0.3697245428906732;-0.8429415373547826;0.5380051715383001;0.7266075247685656;-0.687052767223667;-0.5842981736283688;0.8115390590073608;0.4211008707960887;-0.9070138128026363;-0.24284972209593694;0.9700639218515068;0.05591699010060317;-0.9984354211555643;0.1330147065341972;0.9911140639934545
350;92919;1.0;-0.99167731989929;0.12874817745258132;0.9668478136052773;-0.2553532951161881;-0.9259247771938496;0.37770796520396555;0.8695893893466099;-0.49377555015997915;-0.7987793728863628;0.6016240632249255;0.7146733860429599;-0.6994583270516481;-0.6186714032625011;0.7856498550787162;0.5123714121284199;-0.8587639582758052;-0.39754281428255056;0.917583626059396
357;83888;1.0;-0.9976303053065857;0.06880242680232007;0.9905324521322227;-0.13727877211326517;-0.978740079966915;0.20510449986862025;0.9623090774541484;-0.2719581575341063;-0.9413173175128469;0.3375228995941138;0.9158642882672863;-0.40148798920597495;-0.886070621534138;0.46355027090285095;0.8520775211013084;-0.5234156073655516;-0.814046093508216;0.5808002734538035
